Trial,SLIM_w,RP3b_w,ItemKNN_w,Accuracy_val,Accuracy_test
150,0.4070458635702811,0.3119061028652327,0.28104803356448615,0.07862343915182321,0.09503579277231546
151,0.475634792533741,0.2786816048350349,0.24568360263122402,0.07878720835193426,0.09519787897642516
152,0.48669804055056476,0.2788439308909821,0.23445802855845305,0.07868082015221634,0.09516147936916662
153,0.5135312365713127,0.24385487691371097,0.2426138865149763,0.07858488305162172,0.09525965906566197
154,0.42165645777460947,0.28622281138326955,0.2921207308421211,0.07862877754152027,0.09502498932897992
155,0.42388207519653237,0.2921977940958944,0.2839201307075733,0.07863269066894897,0.09504142637592106
156,0.5022475176524304,0.30251563883285915,0.19523684351471057,0.07852393765142973,0.09501431578280434
157,0.4903225407861943,0.22548983834220188,0.2841876208716039,0.07857792020170082,0.0951827544681949
158,0.5416847754063666,0.2293876900111013,0.22892753458253207,0.07858551856532209,0.09523600571049902
159,0.4530203443053883,0.3100620534862871,0.23691760220832464,0.07858824850814351,0.09507822898367725
160,0.5535378824106871,0.19440414722346816,0.25205797036584465,0.07844773331229202,0.09531981162472679
161,0.4689767330329702,0.28984225274958203,0.2411810142174477,0.07867913126893036,0.09516661811512649
162,0.43909887495038,0.3027457876762304,0.25815533737338947,0.07862666851614432,0.0951063361587313
163,0.4981751937140984,0.2840161116291662,0.2178086946567355,0.0785766302809785,0.09514634005178205
164,0.4435774523927287,0.2822773498269674,0.27414519778030383,0.07873134679907931,0.09514627042282559
165,0.4502292914851381,0.27382497632804953,0.2759457321868124,0.07864848145600666,0.09513998632864426
166,0.42436125096523836,0.2729311725124027,0.302707576522359,0.07854811972535804,0.09508086600889416
167,0.4578831181762043,0.271181253641732,0.27093562818206374,0.07865471417381772,0.09510859986056305
168,0.357275007509171,0.30905210488547735,0.3336728876053516,0.07839524130127126,0.09469178725185211
169,0.45708532761122045,0.31445275861576144,0.22846191377301808,0.07857158079279734,0.09507268477811089
170,0.446476415003576,0.3569303906503636,0.19659319434606037,0.07854635536333075,0.09489263432590048
171,0.4700150889770061,0.28022740469770124,0.2497575063252926,0.07876185504207633,0.09515993288299081
172,0.43409941988044015,0.28265198995268154,0.28324859016687837,0.07872000203834348,0.09511205799343189
173,0.4430747251397148,0.2890649923566412,0.26786028250364396,0.07868967919467558,0.0951132668716023
174,0.4728299245909649,0.2494288639032184,0.27774121150581677,0.07870331053674591,0.09521718981153687
175,0.46616802203019764,0.25731834652722985,0.27651363144257257,0.0786399291853616,0.09517447389855732
176,0.4902350229865092,0.2639030398292205,0.2458619371842703,0.07862135373677377,0.0951824538600542
177,0.4694471314145603,0.24622385860994858,0.28432900997549115,0.07860676071870579,0.09517691445342637
178,0.4841780400557955,0.26284778878762544,0.25297417115657905,0.07868609197602719,0.09515949133623465
179,0.39299543244950264,0.26346655136561514,0.3435380161848822,0.0783255529772682,0.09487070981856582
180,0.5182449429046153,0.27545070808983707,0.20630434900554767,0.07857120635563176,0.09508970860608924
181,0.4910300909166804,0.2620987781818701,0.24687113090144952,0.07861038093200266,0.09519444644621326
182,0.4682022911576833,0.25267734990186275,0.27912035894045395,0.07861776440984607,0.0951941120752093
183,0.48168883179758365,0.25434221727250395,0.26396895092991246,0.07869265577727058,0.0951000210734124
184,0.32573969358732435,0.3527456412864803,0.3215146651261953,0.07826767298157068,0.09467908523257439
185,0.45011305514263744,0.28609518368638714,0.26379176117097536,0.07870899420548243,0.09509434021153285
186,0.44115917480826566,0.2934531171545015,0.26538770803723283,0.07862826512134209,0.09509872526236421
187,0.4872170280263144,0.267594461833971,0.24518851013971468,0.07864585534400606,0.09516375037563521
188,0.4335187625299344,0.2818780545685687,0.28460318290149705,0.07872370360726252,0.0951066726000271
189,0.44336889877077434,0.2582938813800101,0.2983372198492157,0.07857964104174629,0.09520844419164227
190,0.40953783732130455,0.2815448514599171,0.30891731121877825,0.07849633342266951,0.09499810869655807
191,0.4737340785504587,0.27928777214241324,0.2469781493071282,0.07874725750716179,0.09518793256249959
192,0.43671176943006473,0.30161433089523904,0.26167389967469623,0.07862397022804068,0.09508650330968872
193,0.4829405156186675,0.26786300328949686,0.24919648109183576,0.07870830212327572,0.09511766712365735
194,0.48548390801320374,0.2514522935216097,0.2630637984651865,0.07861142380239103,0.09510558603773125
195,0.43152085165181003,0.307181468437413,0.26129767991077696,0.07860437590556307,0.09507210501543441
196,0.2706937099954738,0.3561020427271499,0.3732042472773763,0.0780336895522885,0.09413562271114308
197,0.4945719010205256,0.24841869122542232,0.2570094077540521,0.07857529556921228,0.09521527331642915
198,0.5905236887078554,0.05722626270054725,0.3522500485915973,0.07796394033914189,0.09420226562314812
199,0.5305134588824036,0.25152167849966467,0.21796486261793166,0.07849779366017641,0.09515757396134022
200,0.42763598427921334,0.2871674533585273,0.2851965623622593,0.07864514586947467,0.09506673371737938
201,0.4754878277706124,0.27820294228998654,0.24630922993940116,0.07877243033674909,0.09518281986541367
202,0.4687525790506988,0.28145216405313905,0.24979525689616222,0.07872604737291282,0.09513686983026144
203,0.48339486446094176,0.272582399898526,0.2440227356405323,0.07864775455798421,0.09516015221180132
204,0.49741803419116043,0.2813112098604893,0.2212707559483502,0.07856493734326267,0.09512983537487847
205,0.4694446906941116,0.259313831842909,0.2712414774629794,0.07864586664593531,0.09517272419061408
206,0.4026888500928929,0.34119864826155827,0.2561125016455489,0.07852308971305134,0.09487814219047751
207,0.5263713295703324,0.24539256555151978,0.22823610487814783,0.07848731785342582,0.09519903892980716
208,0.42412991405995515,0.29269072647550864,0.28317935946453615,0.0786254393492356,0.09504726811324389
209,0.5001628088071082,0.252168336477676,0.24766885471521577,0.07859634573758212,0.09516589201405708
210,0.4641112864394105,0.27804896989491884,0.2578397436656706,0.07878931215750257,0.09505390892343005
211,0.468077423431389,0.2770800414786694,0.25484253508994165,0.07883609577311691,0.09507485593071484
212,0.4326924625423092,0.3008168108846286,0.26649072657306216,0.07860404472908455,0.09508058567719829
213,0.45762963443662297,0.31653673089089074,0.22583363467248627,0.07854010974322052,0.095071366424414
214,0.4684185899780717,0.2537953542831651,0.2777860557387632,0.0786346789946971,0.09521192211780265
215,0.4664185130311223,0.29209145918268986,0.24149002778618767,0.07866469738918257,0.09512047061154949
216,0.43278017118116163,0.28151411391681386,0.2857057149020245,0.0787229191709876,0.09512459198939514
217,0.4486169828237731,0.24358227111728545,0.30780074605894153,0.07853580330141044,0.09508700125416189
218,0.5847360482092379,0.3618993814513168,0.05336457033944535,0.07782572964177163,0.09460265992675147
219,0.47653761196441574,0.28484469745102436,0.23861769058455987,0.07868420353372424,0.09520753040472864
220,0.5181965398835743,0.2430495375323477,0.23875392258407815,0.07855042372276247,0.09522848840547295
221,0.45003292505175313,0.28675097081387324,0.2632161041343737,0.0787082548947178,0.09507368160899937
222,0.4488820941285777,0.2960669292429744,0.25505097662844783,0.07862782077816656,0.0950369876648554
223,0.4350788768971875,0.29151279502704225,0.27340832807577026,0.0786646732491202,0.09511453666814487
224,0.4759060238653997,0.28273657607630975,0.24135740005829048,0.07869878443308764,0.09521370834031948
225,0.4223925767118471,0.30071419703323876,0.27689322625491425,0.07861781518243634,0.09505850328575689
226,0.03284044923272997,0.4744153347272506,0.4927442160400194,0.07612995000226044,0.09113975557819276
227,0.48909060043394054,0.29147867933158067,0.2194307202344788,0.07866220618492904,0.09512237473933807
228,0.46384938844097295,0.27312987020601454,0.2630207413530125,0.07869667369632645,0.09509864641171008
229,0.2385331757684636,0.590071914392539,0.17139490983899736,0.07669677757978673,0.09334337806682994
230,0.4473840811075541,0.3014040377872697,0.2512118811051762,0.07862258613351093,0.09504087642894106
231,0.4683466835979686,0.2786913502656587,0.2529619661363726,0.07877971659017335,0.09513859354014162
232,0.4886979651928688,0.2579362406373244,0.2533657941698068,0.0786245892047555,0.09517809170485675
233,0.2847012698128152,0.15209293084794556,0.5632057993392393,0.07754175200835671,0.09299423567553922
234,0.4356458648526423,0.30447627083740486,0.2598778643099528,0.0786299677780373,0.09507653440820978
235,0.45507735114424297,0.27451242808125426,0.2704102207745027,0.07866600915184793,0.09512172071547038
236,0.423021175481534,0.19638959222682167,0.3805892322916443,0.07829116205485381,0.0947395789629539
237,0.4439090548333804,0.3151612338829997,0.24092971128361979,0.07857742245755119,0.09500139722973731
238,0.4485484937525207,0.3077775551032762,0.24367395114420304,0.07860748306670863,0.0950337089433279
239,0.5190486549542386,0.22441645831100415,0.25653488673475733,0.07868870200371036,0.0952114773805825
240,0.419562204925028,0.2889693536381323,0.2914684414368397,0.0786596280697547,0.09503190349420207
241,0.6279162933236776,0.0009436960210602682,0.37114001065526214,0.07762097522259084,0.09382747159922795
242,0.4819433690620026,0.2700585029887411,0.2479981279492564,0.07868072228365143,0.09510222099780989
243,0.46702568407386247,0.2809610100721619,0.2520133058539756,0.07874687206470712,0.09513112973093972
244,0.4503059757507477,0.28085902960761305,0.2688349946416393,0.07868974659832574,0.09511069471707677
245,0.4801769184799752,0.2926627216295525,0.22716035989047242,0.07861236128098421,0.09508725406769869
246,0.4974745811501703,0.2806632069445347,0.22186221190529484,0.07857107335584497,0.09513061947806797
247,0.48188491575864983,0.2539596011401325,0.2641554831012176,0.0786902622360582,0.09510302245299118
248,0.4485568900531008,0.29674721991832353,0.25469589002857557,0.07862413390163663,0.09503480570350525
249,0.5040681925984232,0.12151717484231797,0.3744146325592589,0.07802844191096638,0.09469033908712796
250,0.48332348746488013,0.30147307793245265,0.2152034346026673,0.07862802283743764,0.09510234457805945
251,0.45421499685890826,0.2725880252890986,0.2731969778519932,0.07866309154724886,0.09511191789155642
252,0.3077825781862462,0.47857523235094046,0.2136421894628134,0.07762401713581642,0.09423440229976539
253,0.6468458248221277,0.1499844876943525,0.20316968748351988,0.07833678227611433,0.09519366425630735
254,0.509622568897447,0.2443601180375427,0.24601731306501037,0.07862050164506496,0.095229275942324
255,0.5581696212608379,0.2648376881085248,0.17699269063063733,0.07852489830122979,0.09500473468623748
256,0.411492694586809,0.30696856682321216,0.28153873858997885,0.0786371436455508,0.09502100890533229
257,0.4753283661330973,0.30314998444241764,0.22152164942448502,0.07858055632464787,0.0951274554031077
258,0.562647437851356,0.20122344408023543,0.2361291180684085,0.07851456173332161,0.09533990353318643
259,0.3809179339592147,0.37705248882420483,0.24202957721658036,0.07828480650332154,0.09478782991411282
260,0.4243618276895448,0.3169595647338748,0.2586786075765804,0.07858855159080338,0.09499564786515885
261,0.4740707738264927,0.28857504278368873,0.23735418338981848,0.0786790772141536,0.09516817573164714
262,0.5147012513791974,0.22257497803475007,0.2627237705860525,0.07864610043905483,0.0952131580531331
263,0.6742132449477795,0.1687323060269853,0.15705444902523527,0.07849960234087211,0.09517571028762849
264,0.34016026223641527,0.36059911333538225,0.2992406244282025,0.0782263729042766,0.0947279209033945
265,0.4486651429398238,0.2582887117532746,0.29304614530690154,0.07865496875868304,0.09521415670227944
266,0.39323798473574995,0.22405672284783038,0.3827052924164197,0.07826889802564951,0.0946542808333282
267,0.31631694286790507,0.22568967164044576,0.4579933854916492,0.07820292105682315,0.09401285473761774
268,0.4396527532833692,0.2970496406861695,0.26329760603046126,0.07861343879869255,0.09507096746550912
269,0.5007261992380467,0.25814717639473816,0.24112662436721513,0.07863104629874466,0.0951868738006058
270,0.4536139842433698,0.2970679806323496,0.2493180351242806,0.07866628836109112,0.09509046539016784
271,0.5734896177700947,0.22628158276476631,0.20022879946513908,0.07847550238896062,0.09532925178160619
272,0.4720830766212219,0.23507094847422885,0.29284597490454917,0.0784432187155092,0.09519300328970784
273,0.44069788614925304,0.30812520775988517,0.25117690609086185,0.07864571369915502,0.09501009284620036
274,0.50823871848388,0.24876317002908507,0.24299811148703493,0.07861680531757576,0.09521841711570055
275,0.5131461709922781,0.28305522195308236,0.20379860705463954,0.07855842043345634,0.09507611748076744
276,0.4249375321418658,0.3211870975865623,0.253875370271572,0.07855578974132969,0.09495973708708273
277,0.3112754166198747,0.17793740236259387,0.5107871810175316,0.07808475797561047,0.093707270223727
278,0.5234523086038609,0.2412699841752706,0.2352777072208685,0.07848512170561413,0.09515051595451246
279,0.42959681884534096,0.2727429092515198,0.29766027190313915,0.07865435605897142,0.0950829282729519
280,0.41714717683480734,0.2569026357503666,0.32595018741482606,0.07832777423231589,0.09495993487586706
281,0.4443191146662625,0.32743496016936613,0.22824592516437126,0.0785706006307835,0.09507895859749521
282,0.49233241466199656,0.35228071269723804,0.15538687264076545,0.07835549815687384,0.09470586802137688
283,0.4241903579127558,0.3265579076820875,0.24925173440515677,0.07854656810559948,0.09497600905327057
284,0.43291298697061426,0.2618034128441561,0.30528360018522954,0.07857879234958441,0.0951209713624385
285,0.49458758655084883,0.2816544537254833,0.22375795972366785,0.07862132711170815,0.09512423869345464
286,0.4462992199937244,0.2957293366331574,0.2579714433731181,0.07864857244090813,0.09506918739224557
287,0.44179020019132276,0.290677178349426,0.2675326214592512,0.07866616220242315,0.09510393354950465
288,0.411611933425617,0.3616385068544103,0.22674955971997265,0.07842607666402054,0.09490117891339109
289,0.443324559852318,0.2919815468675374,0.26469389328014453,0.07866532665838277,0.09508278419014014
290,0.4648897477540428,0.3102929002093612,0.22481735203659603,0.0785955547812551,0.09509421088838971
291,0.5309268216450821,0.20891860057535624,0.2601545777795618,0.07852297544642528,0.09527506655186736
292,0.45196339149475256,0.33307998356901364,0.21495662493623385,0.07861517886889248,0.09503004098686244
293,0.5715451724489177,0.18338513134753423,0.24506969620354804,0.07836598257789339,0.0952565634163577
294,0.34992638047153835,0.2179040570917086,0.4321695624367531,0.07841925839739997,0.09431462984660505
295,0.4158389861387694,0.2962907030531689,0.28787031080806164,0.07866395446340897,0.09500636051892723
296,0.5095130236453365,0.25213133108435376,0.2383556452703097,0.07860226087334726,0.09526915999897889
297,0.4341638714610952,0.3306392264577787,0.23519690208112606,0.07851530234858606,0.09502463227393565
298,0.4717122210074076,0.21378239126880985,0.3145053877237826,0.07847921452684932,0.09506058327594766
299,0.4706365519314438,0.2806256286777469,0.24873781939080927,0.07875621508896537,0.09517054924140733
