best -> alpha = 0.251168127955914, beta -> 0.151393522942823, normalize_similarity = True, topK = 55
303,0.25684499142170697,0.24267733907866318,True,0.12717085450748514
6,0.2068842657399934,0.23879061653959097,True,0.11627001261370992
32,0.1910247436261455,0.21980543282784082,True,0.14073834610205793
51,0.2557051257065249,0.3014837766599172,True,0.14003781050357017
34,0.26922091172271795,0.41808235340990485,True,0.1341287662093352
55,0.18405573559194094,0.21235053814946725,True,0.1404678541854278
393,0.373990682890258,0.26675743698735405,True,0.12585469881022032
26,0.7329277170459003,1.1501241416950478,True,0.005817597800635862
52,0.12721241748049666,0.3916202555278787,True,0.13376080717845518
19,0.2302487350921153,0.2094950136936633,False,0.11035007109236004
67,0.33601557613207683,0.31638533777789746,True,0.1380625133726271
44,0.27157190335331205,0.12025813458673247,True,0.13962771418779932
38,0.21824506491515402,0.24873261643225622,True,0.1415319074306756
263,0.8614033218186348,0.2669569922463621,True,0.12612067747645767
5,0.6812101946822491,0.23786303317696358,True,0.10075305858359142
38,0.23310622428260536,0.19092212470640943,True,0.14163686888470858
68,0.23591782848833237,0.29084936548237156,True,0.13858627092209252
92,0.3015048492898906,0.2029206439689244,True,0.13900529998388492
31,0.452472450131306,0.7182476990402243,True,0.07372424856634856
55,0.3594133954121436,0.33558967497172615,True,0.13756722475633346
71,0.4013763450730747,0.12016527467521318,True,0.13965798451723577
39,0.25669779891211914,0.24705723633915186,True,0.14114905888847593
24,0.5097102900157544,0.5709015213559655,True,0.11351108048096643
41,0.17367674555845058,0.25397292758148377,True,0.14076998104160712
116,0.2633228022373268,0.5305198940362955,True,0.12186768963629703
87,0.20653829382520428,0.2913238631821996,True,0.13746893534435844
5,0.24162391796438054,0.3576146230844037,True,0.11698432640866097
37,0.2778410796990566,0.17791314014163867,True,0.14150115572407304
28,0.26800619378423507,0.2323486230322961,True,0.14040694963596062
40,0.20914669865357693,0.18436163610985884,False,0.1059586875536504
66,0.16321638083577222,0.06480856242251318,True,0.13796927365496636
20,0.30047460704921247,0.24749481094027237,True,0.1394607379320137
497,0.22848424932160327,0.19521340398028972,True,0.12221962269774488
82,0.27834744832278324,0.7751079509391698,True,0.04764411273122442
54,0.5870297346979023,0.10596857900189371,True,0.13762756859715572
5,0.9822412355480853,0.14614882391211656,True,0.07976625800292211
37,0.3203307864826139,1.946930907716768,True,0.0018806108566631222
67,0.1851265100337861,0.29017143135304274,True,0.13874934308238018
557,0.24614988571739513,0.22048112662874567,True,0.1218273189603032
98,0.13705031587709338,0.026499271695394927,True,0.13782561594180098
26,0.20481255045257998,0.16865357402079495,True,0.13816036751105978
54,0.26409868363961564,0.25311945642061756,True,0.14018712730030095
76,0.327169156230129,0.3800378934709953,True,0.1349478654977935
41,0.4049310348084,0.8691733417364045,True,0.025783552924101002
24,0.23041882212929543,0.1910015550233617,True,0.13935656753333203
61,0.6580372055460328,0.6818179821022379,True,0.07678324657076747
102,0.29517224116891355,0.4485019279124714,True,0.13023811185119083
43,0.18004145103029173,0.12753795214946825,True,0.13925647753461468
78,0.7886650001842801,0.08805689002241168,False,0.12223486883922934
22,0.47175013640145247,0.32593996103859557,True,0.1354532069585872
54,0.36377550288541266,0.23109841926969898,True,0.14122122815913327
669,0.3387370739880245,1.4364141364080147,True,0.003364699009746128
62,0.40419732066520425,0.1671933119712743,True,0.1402855199001491
121,0.36531445973186727,0.2170861174849715,True,0.13735725082447878
737,0.11762316180021667,1.0334428079503033,True,0.005625804028050358
85,0.3724059954137928,0.003724561273792948,True,0.1364133445852957
50,0.44444668323256187,0.13902472805237187,True,0.1405748465404744
5,0.3005129557976064,0.2943452035320387,True,0.11434409177087412
72,1.0882022398860245,1.8707932412374262,True,0.001730884404646435
90,0.15389934538544056,0.6315767429738366,True,0.10365180326934326
52,0.8341392743260254,0.185923010881847,True,0.12966249960365575
24,0.331820001757286,0.10555120021156682,True,0.13482666325526085
109,0.09149361811361806,0.22089090956438792,True,0.13744636198719992
40,0.27870561624900636,0.2727986535888817,True,0.14067935943196358
135,0.2114528557041005,0.15412672732056515,True,0.13830821654316108
66,0.23775285378412508,0.05069751725078177,True,0.13850900108029215
23,0.36363459299998535,0.19896199283448723,True,0.1384943225464054
55,1.2528866222087038,0.23438076354379433,True,0.1031022957883729
86,1.431826679095288,0.13608222745338588,True,0.09398671648208874
37,1.928576211995396,0.08446428366591478,False,0.011715904259013832
64,0.5079547647145759,0.17948926952044303,True,0.13895071555574778
18,0.9540048627687662,0.32721900753831373,True,0.11409320707463005
37,0.2976704165410005,0.26440539998964696,True,0.14110570664703265
76,0.736638342967317,0.21680539129891307,True,0.13430206125865563
55,0.19989469230295182,0.1691600020416071,True,0.141350430112248
99,0.15947239500300514,0.12289017935927216,True,0.1387681471847831
39,0.19474996337939676,0.1645977851783205,True,0.14092647053383536
227,0.2275805493669374,0.07262250417410708,True,0.13509304581457826
17,0.5456161642282735,0.170571948895073,True,0.13116947112464822
71,0.7064753749304732,0.9798753649580384,True,0.0095384623787864
52,0.06338058543511849,0.5350078317541165,True,0.12062746962943978
90,0.17839830535423018,0.10927928328460972,True,0.13953717018229406
35,0.2595182441752826,0.19332241798708333,True,0.14145834493565337
11,0.2665815686092548,0.41547875760374775,True,0.13134408947711493
63,0.11741496609666387,0.14013527304023762,True,0.14119623577646653
30,0.22726301173264302,0.28143681474727666,True,0.140387901810329
5,0.19056589476457542,0.18095462317355773,True,0.10166432931918412
109,0.25923274247646066,0.9121074110912563,False,0.015103174668810615
324,0.14752616127693308,1.1609042779124437,True,0.003925594716244254
51,0.2904934039058878,0.24400989046042626,True,0.1404444787577235
74,0.2124866257169227,0.05020326869199354,True,0.13835004195874354
30,0.24908442590635027,0.10308936136959582,True,0.1363423437067862
48,0.3106907896975333,0.3672478262163433,True,0.13709607687825628
86,0.18667670731763716,0.20015400452846593,True,0.13959470820694284
64,0.2520364670277978,0.5101890932776267,True,0.1255144609444182
33,0.2790008061141087,0.14009480531912288,True,0.13966296560483105
50,0.10531316163323556,0.3033868445822084,True,0.13869271341834782
5,0.2141916515467284,0.46398862976085353,True,0.11379707327921232
78,0.16893162005675336,0.21594015009484635,True,0.13970109461006208
100,0.3228203402758385,0.6022486600646354,True,0.11343691932339989
26,0.2416328403101774,0.15608910041953133,True,0.1380118190853482
64,0.15086931874312406,0.2661790406172231,True,0.13927847079691558
599,0.27276996708272905,0.195863464399504,True,0.12119048722841134
41,0.21162937832990733,0.09211711660839209,True,0.13826308235698687
129,0.7642502116215499,0.24256375645739497,True,0.13386331667613313
26,0.3239861622134637,0.13681299683903833,True,0.13767723501945292
435,0.03796062264278968,0.1730536702067499,True,0.12124530383559565
54,0.28609432597636314,0.6213432536404869,True,0.10912805996852258
81,0.4318763786509848,0.47928291078276875,False,0.12387604108268996
42,0.23950176842813126,0.3332941560000391,True,0.13874415877588345
66,0.9476857737979448,0.8421640929942678,True,0.018790707151304584
21,0.18301139491149881,0.6975613808747264,True,0.0885921615984526
100,0.11747387924582936,1.079822745792718,True,0.005865780993790504
42,0.3110457575453409,0.5721590979974159,True,0.11860706606300421
77,0.5693693830301201,0.21506424925351145,True,0.13924121060525213
5,0.07630561153488188,0.059936932156036696,True,0.08091897839728683
58,0.21997205022231972,0.7257997627526063,True,0.0722997511966056
35,0.4740537019531571,0.2862297954634141,True,0.1382712351818621
113,0.39781661051344586,0.7520147423600526,True,0.053888262779030256
61,0.2835101200729429,0.7738795961266567,True,0.05095532289851817
22,0.6049174483459636,0.13107387310078436,True,0.12973484650726785
88,0.1598900964675769,0.18036079505726652,True,0.13926495180468304
47,1.2206629617808038,0.24428428183098094,True,0.10426883676396055
73,0.8013120930467753,0.9381426206297548,True,0.011573242132562422
22,1.0605836880650767,0.1612320743532391,True,0.10934966940870568
45,0.2534618473948939,0.006228897157892904,True,0.1325442963596125
90,0.32935932481036373,0.09578225889430479,False,0.10598555751949394
61,0.20378288028046693,0.1973686688165208,True,0.14099993876282113
33,0.2613335085965967,0.9036823509453562,True,0.020708874624867434
72,0.343804285631072,0.25742839692412145,True,0.13959726175469403
5,0.018584181261233956,0.12760653859411997,True,0.09241007289242686
34,0.6850096111092268,0.410504700715987,True,0.12855211992862836
53,0.14953984432399758,0.21997193915034727,True,0.140332625332398
154,0.21555848743737896,0.16147389381914481,True,0.1369405032689776
110,0.8286675912575822,0.30554164448915005,True,0.1283807252543033
84,0.8483692608328413,0.21463622629346368,True,0.13002682005261357
23,0.2960358998878561,0.35083865842386647,True,0.13756159078541155
55,0.24580055548416793,0.6795900224587809,True,0.0905733280839841
40,0.37909130144066155,0.05482160166965723,True,0.13617536035715594
70,0.19762038397009826,0.09991710728872093,True,0.14014077906362088
21,0.30138961621560395,0.26741350923661267,True,0.1391591805121067
93,0.8870556580328113,0.17563253257527423,True,0.12897080212554352
906,0.12161851199576708,1.3085410095710417,True,0.003514683962306961
53,0.26774182801448726,0.13610398921610137,True,0.14082210526011893
68,0.18746791469349003,0.231709362129074,True,0.14014772493852515
40,0.6884316898943577,0.19037421049257697,False,0.12751407829574418
19,1.0190176700454405,0.8244920283597277,True,0.016661470105649976
126,0.34133378083946253,0.2750798433479029,True,0.1360702180672597
793,0.23639537773136277,0.4473017885216054,True,0.11674658740206732
5,0.41663272058323175,0.11249060079096408,True,0.08895652913353744
49,0.2947234097156738,0.03602008913391233,True,0.13601718497674267
208,0.14773956170499436,0.8667700203224905,True,0.015487605851384773
80,0.24197383893601915,0.3831555738477146,True,0.13359212320994032
34,0.7279409963238468,0.16064469247354296,True,0.13072689686667982
61,0.08454550530791836,1.476378105959261,True,0.0030988837914306963
104,0.36275107166149023,0.2254087321250323,True,0.13813815234063714
37,0.18652248703310947,1.0504948052178225,True,0.008976987601216287
76,0.5452723527016979,0.308316886282013,True,0.13690722199084565
57,0.31941380152939003,0.19359531005349628,True,0.14061333615463595
23,0.6636848098412711,0.08934632424375172,True,0.12605707127557456
95,0.27363940633515366,0.14495724276449562,True,0.14050858821654205
49,0.22019867484417058,0.25503009882103816,True,0.14019848779601304
75,0.17502209914147326,0.20062901630709368,True,0.14027803661022195
20,0.9962196850208063,0.15701181778038006,True,0.11171663011841777
43,0.4529236061699162,0.23300012877157386,False,0.12082887076553685
58,0.9231896730050566,0.11629084962218986,True,0.12481802326110442
30,0.2657116856426197,1.0014606586556691,True,0.011938299247942567
86,0.3874849625928212,0.537494668490689,True,0.12253723785158468
64,0.327000353521399,0.6707882426614369,True,0.09402808691683227
368,0.7722087375167438,0.7303710617398338,True,0.05123825389469628
6,0.22551856678155016,0.3283937962316471,True,0.12216313987294222
41,0.12461666586407572,0.07179973759452633,True,0.13659719094333453
103,0.5123946222114739,0.48723641772195836,True,0.1265939724820251
74,0.2935576214047694,0.18752170152424302,True,0.14137932129958802
114,0.6473131738122282,0.26288665132631395,True,0.13560490894724303
81,0.2890647623702123,0.2008974699871272,True,0.14113903642016554
134,0.3546523769500151,0.6661330449460904,True,0.09354652318888318
69,0.30035311974678686,0.15786821165751125,True,0.14070525291423056
26,1.1261925897105818,0.8372318437593742,True,0.013037182201989166
53,0.24772799789730296,0.2964179636120786,True,0.13943292141872302
91,0.417346583132415,0.23456400097827687,True,0.13912918156563694
36,0.3262704313901435,0.1217282491657361,True,0.14048141779494672
61,0.6007141753736861,0.6249707036169276,True,0.10034116191976596
287,0.26483225141706246,0.18850229865890744,True,0.12970441793518733
77,0.37682315442520037,0.6014413469708444,True,0.11376384268988679
25,0.21226277513942268,0.02996946631663544,False,0.10054995178508593
47,0.005238160539553505,0.36532080676336304,True,0.13473062538073546
6,0.2987836522667737,0.21780858108942347,True,0.11267719816996905
97,0.34794273412460935,0.4968830405611482,True,0.12665856854222204
69,0.1602669765684816,0.16613192305111885,True,0.1403663417638719
684,1.3673685413757677,1.090382052183185,True,0.006139076070352787
174,0.24601778680446934,0.08511547261072458,True,0.13633641006965566
44,0.20891122545919064,0.9783462807115626,True,0.011822126589989289
119,0.47585870412837106,1.225112163818625,True,0.005042484979299112
23,0.2782124100189527,1.7331075767688937,True,0.00267989432524579
62,0.07139520005448269,0.2786599325187552,True,0.13801084453958032
517,1.0253685598208415,0.7475803171070639,True,0.031239108495171076
83,0.31669706415060783,0.12946173446137899,True,0.14029606117811522
38,0.18455142547495934,0.23635924935496283,True,0.14144414478627648
34,0.16510172920569519,0.2531927362746049,True,0.14121817331551123
19,0.12318676908234655,0.7736310745893922,True,0.06287547615122399
44,0.1904426566657224,0.318904713240427,True,0.13864466077479776
21,0.23818811233926646,0.21615258920565364,True,0.13913102854972736
50,0.19238928162500646,0.26446161523205536,False,0.10785909329230753
68,0.23387849291831653,0.19496217228654994,True,0.14094047243977764
36,0.14261923389917716,0.22988055387121586,True,0.1416766622640461
8,0.08906870568711397,0.4238384475859217,True,0.12709433017659655
33,0.13638124516308112,0.3060131805784807,True,0.13934145645206286
34,0.6355352327693549,0.24480354324673395,True,0.13543134081683755
21,0.04465565707880079,0.8764593334291376,True,0.02666047931876692
45,0.1607736435360801,0.9001476110721277,True,0.019836148202447085
7,0.14721488998194454,0.22500911656094275,True,0.1197384572171868
55,0.10313167145727409,0.002405552847577791,True,0.13205702812557266
38,1.5746984849575532,0.8232745139853951,True,0.009239736780546003
61,0.19637708441744733,0.28622199257966113,True,0.1394634361089268
5,1.1972234420496384,0.18971897913332278,True,0.07353992148922092
31,0.776721227339171,0.23992476440124286,True,0.12862347601088306
55,0.2187120809566883,1.1165947832676153,True,0.006558401617821497
74,0.27647093659094785,1.5377760235926152,True,0.002728290701074277
613,0.1831391004749359,1.2339631737683072,True,0.0037767078185843915
38,0.05100052687436091,0.3741750521813696,True,0.13484329561014022
96,0.11665109678090382,1.3369708949867203,True,0.00343187635383726
25,0.9803866946676415,1.3699303745207274,True,0.0033859643691621396
54,0.6104826317910982,0.1425975047993798,False,0.12492013669480083
73,0.23942500493260876,0.3494506431405634,True,0.13651936481311547
466,0.546298037725411,0.28516953205314266,True,0.12374831102708525
24,0.7155293121538588,0.7890672248450395,True,0.03603201206867896
5,0.8894696993245059,0.19087456122496496,True,0.08781175280797868
47,0.2835277899460334,0.0806193366580009,True,0.13939417632224954
85,0.160052154176208,0.22644262088438896,True,0.13867336333384428
62,0.21634094061524575,0.1525850375892988,True,0.1410391970475218
38,0.3269600182963386,0.9229092115939068,True,0.017469874978792273
68,0.5161718231639856,0.26921993374686426,True,0.13892174118310777
22,0.3959645539861433,1.9742806431293387,True,0.0020533406186255894
95,0.26365835657452147,1.7086665487059285,True,0.0019125166473545393
49,0.18804418450078175,0.10777388647626746,True,0.13980320328591525
38,0.30062086333996413,0.1828542094674468,True,0.14216237278373695
5,0.31273212184478155,1.4419003798732302,True,0.0029256316041738114
36,0.2978063413926267,0.5324729368606108,True,0.123531113538083
74,0.36629057353610533,0.1774672642531655,True,0.14050187066568037
56,0.251510580200698,0.11442417909961992,True,0.13985073035936466
563,0.4395189489829637,0.15157751041490414,True,0.12322448864443322
25,1.0949756914927133,1.904205602238359,True,0.0017930333576823443
106,0.3467257145843987,0.05265943722040284,False,0.10377017174897724
46,1.2880692946400183,1.1340286503448502,True,0.004615287259795063
76,0.2764047659764009,0.20988597836450346,True,0.1413476149132509
87,0.9186832983648116,0.2159770890125301,True,0.12686129743044366
104,0.26602356248042996,0.31141592327084905,True,0.1356550696487974
76,0.8562360876040878,0.19668068128752048,True,0.12922031394441236
139,0.23300018138835654,0.2558325464206092,True,0.13587596676938132
63,0.2835007433963183,1.0041385616672804,True,0.009462049704605551
83,0.5675918876411784,1.0605694254425433,True,0.007901757685359145
