weight = 0.5054489394131232, best = 0.4398674269615248
KFOLD = 
weight_1,result
0.49311497296008355,0.43937369145888194
0.48660759177057417,0.43931643399354653
0.5094241374129483,0.4396789782432686
0.467821310420701,0.4391393538034373
0.46231000029175756,0.4392501766883161
0.4726814739302371,0.4392157773809149
0.5063797290884737,0.4398506070603548
0.4711111836254908,0.4392021115418802
0.46000963379171084,0.4394174670507592
0.4736491883056735,0.4392592520054384
0.5085473273003872,0.43977734147902553
0.5092300370229198,0.4396789782432686
0.5008245939355974,0.43960866885437605
0.5006250347088634,0.4396005980247755
0.5016635011199896,0.4396211383331724
0.49306730391437487,0.43936669673989487
0.5061452686480024,0.43984960708220044
0.48108549282702756,0.43938582132320947
0.5040603185216994,0.4397613155323006
0.4961994329822258,0.439506469282878
0.5037326262009814,0.439690783890642
0.5069316987514592,0.4398206296932668
0.5062606020988945,0.4398506070603548
0.4978197456224256,0.43949862417230096
0.5054489394131232,0.4398674269615248
0.504841283663803,0.4398674269615248
0.4991091593738729,0.4395478256615403
0.504535943162066,0.43979688483132595
0.5094435442217135,0.4396789782432686
0.4950961162758123,0.43945956033999795
0.4927106435352332,0.439331723144959
0.5045481087261159,0.43979688483132595
0.5061723263753625,0.43984960708220044
0.5022817150839292,0.43960788518140725
0.4986341072130609,0.43948797312293414
0.5069352164542617,0.4398206296932668
0.5099225594394684,0.43967802441795206
0.4901025191288091,0.4392669798281649
0.5007566082881828,0.4396005980247755
0.5030516337545151,0.43962372467186733
0.49695550387878207,0.4395382702651245
0.5066139896618969,0.4398356183768108
0.5052209450426357,0.4398524382779809
0.5099739177195665,0.43967802441795206
0.4997396404277537,0.4395710162865896
0.5023523157132475,0.43961954304638584
0.5073769186936682,0.4398280754292023
0.5049236942713127,0.4398674269615248
0.5044339900080917,0.43979688483132595
0.5012188524737953,0.43961153848267853
0.5079395186604367,0.43981015607746815
0.50520993244082,0.4398524382779809
0.5048319880982215,0.4398612551506538
0.5031961021259935,0.4396205452541459
0.49942027938543204,0.4395759862185016
0.5049637081553092,0.4398674269615248
0.508572147313736,0.43977734147902553
0.501908705377272,0.4396211383331724
0.5051581523440808,0.4398524382779809
0.508168011437536,0.4398006178243038
0.50318799224872,0.4396205452541459
0.5052676924563457,0.4398524382779809
0.5007458013338416,0.4396005980247755
0.505347392262551,0.4398674269615248
0.5080099770488453,0.43981015607746815
0.5037994606048979,0.4397126423874768
0.49796453951948794,0.439489880773567
0.5058798613619508,0.43984960708220044
0.5023819641130601,0.43961954304638584
0.4995630206678719,0.4395759862185016
0.5075172544346022,0.4398193320304683
0.505611249080458,0.4398674269615248
0.5051237956732769,0.4398674269615248
0.5037442402690204,0.439690783890642
0.5085951388036727,0.43977734147902553
0.5066749750347057,0.4398206296932668
0.5014917743795363,0.43963712626228596
0.5058417651437734,0.43984960708220044
0.5093729983858161,0.4396789782432686
0.5043766317501043,0.43979688483132595
0.5025466550352049,0.43961954304638584
0.5052493514717865,0.4398524382779809
0.506771594830456,0.4398206296932668
0.5003824063285399,0.439603683930211
0.5046738208067806,0.43980879475825
0.5034728343700559,0.4396765030060433
0.5099726807371023,0.43967802441795206
0.5068529734742663,0.4398206296932668
0.5019996157560442,0.4396211383331724
0.5056050650069338,0.4398674269615248
0.5082582107497813,0.4397991999758604
0.5057051126638052,0.4398674269615248
0.505920799078297,0.43984960708220044
0.5040480712753438,0.4397613155323006
0.5074922660968408,0.4398193320304683
0.5029782201944102,0.43962372467186733
0.5012736227680431,0.4396290252801464
0.5060972628824115,0.43984960708220044
0.5086184278933515,0.43977734147902553
0.500218605763528,0.439603683930211
0.5046989999640784,0.43980879475825
0.5072066959637453,0.4398196010581217
0.5055884153811322,0.4398674269615248
0.5056836751764696,0.4398674269615248
0.5030849421213216,0.43962372467186733
0.5090941385153152,0.439783899028076
0.5064680041884786,0.4398356183768108
0.5054719333159888,0.4398674269615248
0.5039836683055857,0.4397565464057185
0.5076525630644738,0.43980733128710797
0.501891863208838,0.4396211383331724
0.5055551806107905,0.4398674269615248
0.5055751881595191,0.4398674269615248
0.5040551418076932,0.4397613155323006
0.502802214512575,0.43962828644511986
0.5074820724474339,0.4398193320304683
0.5063569417233372,0.4398506070603548
0.5090351098066442,0.439783899028076
0.504979204766125,0.4398674269615248
0.5009651134187387,0.4396231963476572
0.5035572861103539,0.439690783890642
0.50574297697261,0.4398674269615248
0.5049515333417536,0.4398674269615248
0.5067974301296179,0.4398206296932668
0.5080296225393428,0.43981015607746815
0.5055009241634948,0.4398674269615248
0.5020676133290755,0.4396211383331724
0.504088394294432,0.4397613155323006
0.5029283557661344,0.43962372467186733
0.5062271463326313,0.4398472225189093
0.5091701192223744,0.4396789782432686
0.5055190074075588,0.4398674269615248
0.504526900377457,0.43979688483132595
0.5069094402009544,0.4398206296932668
0.5054570120287887,0.4398674269615248
0.5075743811236394,0.4398193320304683
0.5034494329404439,0.4396765030060433
0.5083061987142017,0.4397991999758604
0.5045503813488412,0.43979688483132595
0.5060517535937789,0.43984960708220044
0.49856908265758365,0.43948797312293414
0.5048469718835218,0.4398674269615248
0.5052986876263648,0.4398674269615248
0.5024504800452123,0.43961954304638584
0.507233460350003,0.4398196010581217
0.5039208589282385,0.4397627182165895
0.5099849767591841,0.43967802441795206
0.5013776172222387,0.43963712626228596
0.5063293004707345,0.4398506070603548
0.5029241216882872,0.43962372467186733
0.5051698003055345,0.4398524382779809
0.5058418864498112,0.43984960708220044
0.5069707876903361,0.4398206296932668
0.5044060596608074,0.43979688483132595
0.5081288639991243,0.43981015607746815
0.5056909503964999,0.4398674269615248
0.48890758627369507,0.4393470117995374
0.5035495216128836,0.439690783890642
0.5049801569773344,0.4398674269615248
0.5064965583847131,0.4398356183768108
0.4965420886604932,0.4395374458955355
0.5046961646772847,0.43980879475825
0.5058599205895518,0.43984960708220044
0.5075044153905788,0.4398193320304683
0.5037127635943162,0.439690783890642
0.48316631278426253,0.43938727781094394
0.5021927612918412,0.43960788518140725
0.508526257569732,0.43977734147902553
0.5047736030746044,0.4398612551506538
0.506444602705181,0.4398356183768108
0.4938514403565057,0.43937933303282695
0.5055709346754893,0.4398674269615248
0.5054822240260152,0.4398674269615248
0.5040696503086722,0.4397613155323006
0.5071658836774523,0.4398206296932668
0.5032763823630297,0.4396205452541459
0.5050952908119924,0.4398674269615248
0.5004624878130812,0.439603683930211
0.5062781257149028,0.4398506070603548
0.5080032247466508,0.43981015607746815
0.5023358810378452,0.43961954304638584
0.5055104857316012,0.4398674269615248
0.5043530664465375,0.4398049556609265
0.5057245099000228,0.4398674269615248
0.506483830020049,0.4398356183768108
0.5049414416199764,0.4398674269615248
0.5034225142446714,0.4396765030060433
0.5088944601052023,0.43977734147902553
0.5072604943321548,0.4398196010581217
0.5041987976617319,0.4397944635824458
0.5058720955955629,0.43984960708220044
0.505322575378081,0.4398674269615248
0.4757807963446575,0.4393582766279402
0.5069070291269634,0.4398206296932668
0.5051230205497765,0.4398674269615248
0.5029960574092307,0.43962372467186733
0.5062421895884043,0.4398472225189093
0.5043771716174439,0.43979688483132595
0.5074882530710043,0.4398193320304683
0.5051946515467689,0.4398524382779809
0.503349299731485,0.43967300564654965
0.504230700384264,0.4397944635824458
0.5054227031568278,0.4398674269615248
0.5065350508258294,0.4398356183768108
0.49750819320879464,0.4395253767014143
0.5016248893428809,0.43964212249013396
0.5044252167912091,0.43979688483132595
0.5059068201900616,0.43984960708220044
0.5075452464309843,0.4398193320304683
0.4916921586994839,0.4392861089569353
0.4962309383234977,0.4395117153221184
0.5050347221478018,0.4398674269615248
0.5052826220675732,0.4398524382779809
0.503822873766978,0.4397126423874768
0.5066559185671133,0.4398206296932668
0.5055005313708106,0.4398674269615248
0.4944918969759831,0.439358136914684
0.502800618063548,0.43962828644511986
0.5045152551946193,0.43979688483132595
0.5083602976704529,0.4397991999758604
0.5060649828739661,0.43984960708220044
0.4952717645932615,0.43947923298714936
0.5055140804658619,0.4398674269615248
0.5069203143525478,0.4398206296932668
0.5046045458287659,0.43979688483132595
0.5058437212746002,0.43984960708220044
0.50391170167715,0.43971025782418577
0.5050378125636896,0.4398674269615248
0.5066922576025678,0.4398206296932668
0.5031593416747331,0.43962372467186733
0.505804959628136,0.43985660180118746
0.5048676651370813,0.4398674269615248
0.5047071947654738,0.43980879475825
0.5075632540432916,0.4398193320304683
0.5061372330501269,0.43984960708220044
0.4987633710121203,0.4395299414368572
0.5037719078259136,0.439677668792541
0.505190948289558,0.4398524382779809
0.5066497019996046,0.4398206296932668
0.48819171056495486,0.4393557551982714
0.5038417163031078,0.43971025782418577
0.4860123402019678,0.4392898063701295
0.5051719448901396,0.4398524382779809
0.5058998547544196,0.43984960708220044
0.5056733781112306,0.4398674269615248
0.5046277044988523,0.4397983026797693
0.507086832883918,0.4398206296932668
0.5053452143731838,0.4398674269615248
0.5024881368541055,0.43961954304638584
0.5081694881411142,0.4398006178243038
